x,y
77.46553234722003,8808.661338996428
-80.36569929298092,8904.08277532211
-29.518366595618645,1143.3904782634293
15.38926724743979,397.9788325583964
23.103906033859545,848.4338385121051
-52.498660781892156,3740.3715984013425
-22.39735411098127,642.5835376968806
94.46210515833923,13015.604253343787
-92.6673302173374,11890.553354772159
-67.99707672764508,6340.958005484398
-46.34233593485917,2899.8499175413626
31.74694441819443,1551.3087681132774
-20.65748668041512,541.4752889924088
47.01822103102438,3314.6257531070582
-75.38644029645833,7823.001934028111
-29.5241647367005,1147.156892102945
-26.288869013963605,901.5071607573224
-55.98915345915596,4266.2919732205055
23.089733649580808,844.449791116531
11.70600511104982,243.56056095606638
-42.819487868981845,2466.216771233562
49.18295674396671,3614.6368900340094
38.433133179293975,2242.16698242371
-11.398919182668735,148.70780972853692
-80.04774373988077,8836.67105861698
27.632530205915828,1189.2723924353054
75.03320594794005,8272.611873970434
31.74152940136949,1555.988343886338
-49.84526650404937,3363.9768237844746
18.082663541909767,531.8411822242209
-38.268859017755005,1955.7909838611597
-16.229395806816413,323.96776352192165
70.70249324429471,7356.016288455842
-22.360523651489814,640.231736919256
-96.80502996769216,12988.079006889982
55.400069398246444,4566.185638476045
9.795067533600644,179.95017545165635
96.74406696312303,13646.018931747854
75.23650192519841,8317.081596213451
-55.53157411762011,4197.281330476166
-56.0351972433452,4274.209265106299
23.65718232526423,884.7700321540042
24.95611659879546,981.6936796022363
87.15715799080976,11109.950322247769
-90.17273225853928,11249.49926455709
97.2196943594706,13780.180692701679
37.10432789420682,2092.1939924825224
95.83110954382727,13394.575568097196
-52.30452672874213,3711.628207646243
-92.0063201327121,11720.708232123643
-42.32078162606807,2408.5710465850602
-90.63504506693216,11371.575321592392
55.54634143872889,4587.093190023294
-35.82833727128845,1706.8685346240275
62.041683943257425,5694.9831030494515
29.76637119061016,1372.7972909694604
-38.96964302615975,2033.4306274698854
94.79300336614841,13108.52504809908
-37.26149723896546,1851.5494058393022
46.764429411002254,3280.8584572756354
97.64614929429976,13899.703561553779
19.333109272915465,604.2856256157672
47.91010321462443,3436.7459008659207
-12.76981682208087,196.28124867872245
81.55119401333667,9746.10658849128
-68.56275981541977,6448.524000879533
88.88056973082095,11546.645224970105
-17.957736041022997,403.6211598308335
8.183030820730778,130.45501427639337
80.81803362704233,9569.941418661023
-98.37385340838986,13421.159147651217
-9.876287740800734,110.87153077085262
53.41119419849568,4249.977772257917
-77.19546943440945,8209.910812909671
46.15539772839392,3197.214649852264
-0.6675098888546955,8.739402975055318
64.3242493947404,6115.6043156876385
-2.8816956386583286,9.69186810501438
-4.985173714520855,26.57389375093046
60.4071245304207,5407.7792360634885
0.7129059065863004,9.610169553431017
-95.01914156756095,12506.875619973871
25.899020057851203,1050.9069807568196
-65.39939691406758,5858.105151639129
-77.44028047502012,8259.912409091576
3.8104670068676683,43.34671264686523
30.336868366154334,1422.5224489493185
-73.76043486117787,7486.513826471058
-7.086637943565563,54.99252534888349
68.26998288651188,6873.698118935276
57.736111728072984,4949.390329935214
32.17495527591157,1596.6433060046343
30.38650703786837,1427.4341885187112
18.2986480720037,548.5682797817074
-41.8214684508003,2347.965792265915
-78.27269439522485,8442.006048397036
-99.698820550214,13785.102856258112
-14.005987111118003,238.45805731397147
65.4818882874865,6333.490817585967
-94.23716955813832,12298.063624051318
-73.41815446871519,7411.145593309566
-98.06974609347672,13334.469457188414
-53.84488706597412,3938.4353136915192
66.35593800731462,6496.500703348753
36.06638598977747,1985.5850181924752
-80.17865977852486,8865.195370167592
59.742639237605175,5291.663445517595
-82.3754680419502,9362.243246177524
-64.68920853772839,5728.838718352133
97.964572023669,13989.15342326767
96.09628517050592,13469.907812511301
-42.85678483948636,2467.76826637145
-61.87412592374737,5231.461079434562
26.293501808195984,1080.8266992194672
95.6932669654073,13353.769092410594
-31.8805618605019,1342.5771830961774
0.6257877193276613,7.11469560919769
-46.48384788892279,2914.8557148382542
71.57453492556016,7540.250415212936
-99.44774703009627,13713.753568005928
71.50407479671122,7526.958997068637
54.74940515937078,4463.4692527603775
65.13230435573644,6262.762390132819
14.73686659928471,371.511290581199
-45.767920297349754,2824.046264563445
74.65457105810754,8186.362126901022
-50.14128455195053,3407.183808004262
-12.378311308782926,184.2457571658373
-5.847056965149335,36.56693938132726
64.81339217972993,6204.044228685224
-92.62747953485473,11880.428784450127
57.00921550562646,4825.9179543619275
-48.29542721195666,3154.963009604612
-57.47910935075655,4505.446994374547
-51.39886126837283,3583.4523904035896
8.36493880478777,141.42610271880824
-45.78234007980333,2828.677386502259
-27.198601752461286,966.0949564500767
-84.26123898105789,9808.475101960727
74.52375350676999,8161.338073078594
37.35879776877249,2125.0430921905
73.67129706973867,7977.807559401621
-62.47472205946669,5337.19519647631
79.2973084104548,9219.145716098674
3.033320929838453,33.68007180584108
-13.072188888575837,204.29526887062806
61.45383137563775,5590.5550448144995
33.38281641840814,1707.9259419176417
-56.18473479364652,4297.536578775577
-33.114962772182594,1450.3771269976496
-68.919805272352,6517.754605291324
-78.12498630000178,8411.42123880534
1.5303440645069628,20.048536613208025
59.32394346663938,5216.560492388573
-64.23103888188064,5646.197708191261
43.778745344236796,2883.304001774626
-56.79477238134183,4399.031062258812
-61.24179081147205,5119.59844648516
-12.161975853165202,174.14817142075626
-56.96449670981343,4419.463850541648
-52.74091952768438,3779.8400278843096
23.712662631410566,890.8123924577959
-19.103609527810832,460.25354949236106
-32.26074738229782,1374.0629632281414
-18.53541858128382,433.7890409556065
-55.807339361082086,4239.472129343295
53.16871586610742,4215.045983266276
-97.26923545974783,13114.098672068525
47.48799359948913,3378.103577790655
-20.721517093596958,549.362013524053
-79.29477405553303,8669.869209812383
-59.50394817314222,4836.329326956431
88.20746983559394,11371.69984044841
79.55795423566045,9282.62507544747
40.03446249518038,2424.1581052294787
12.33324987526889,266.5256681909114
49.65020559390683,3686.46112977739
-70.14958227138271,6756.925022664406
-16.26223108266487,325.5082322055302
6.838324014566126,97.05053135096264
14.597667452862595,363.146028182349
-52.655538824109826,3763.6207324492925
-72.34847109136233,7195.604895607506
-92.99053850161127,11970.790770955684
-86.78682707852585,10407.542526238347
45.12060822292386,3057.8331366322436
-42.68919507755822,2450.1239165154443
-25.268258428906847,824.2972795365957
-19.02579995242843,457.6499418803579
4.539158928667447,52.587124841467464
-95.29850847548414,12583.116423693351
-6.486717752307712,47.06184053877849
-97.19703720509489,13100.379303931184
2.9832653735974475,34.55304586546749
22.591772505949763,811.8152643302632
20.790962168694165,696.4079129196631
-9.813745172921813,109.07488269456731
-90.2862796034801,11281.545912995303
5.616306833673335,73.57825850388564
57.058451015475356,4837.0422183587225
-97.84351238126546,13271.25976476581
83.05260477137978,10098.770004003578
30.788185666977057,1464.3999189315145
-75.51039889022931,7847.936684288314
19.19355964537553,599.162112108364
19.40986752401544,612.833784396761
-66.81353387133194,6118.0036999176755
-19.703803172582397,491.27568894469476
-79.52131200086441,8719.575843071627
31.496182686666998,1530.5267631365034
-15.896590780414854,309.3399596251605
86.57960482369779,10963.164881486637
-48.65064807755601,3199.6288842588433
-94.7845720472013,12442.502528414696
85.82448799073902,10776.559809182823
74.50950092927812,8159.2588881346455
-84.30264502920377,9816.444360702593
97.4234999723898,13837.455984016813
-85.97881633724816,10215.739521864667
21.69397155475366,750.6789765542632
60.86654192874741,5488.615582560545
-25.754590351980127,863.1931814827365
-48.97686953273188,3246.0361633867824
-27.31239402173759,973.9455751390094
-98.69764929616058,13508.62434963979
-69.53416741212774,6639.331498822233
-90.37401148667314,11302.251967487782
-45.854948617353756,2838.243455119573
17.70789543111917,516.966596781106
82.93249272034967,10073.053432799612
33.85813802420182,1757.2907126733776
46.03797121959283,3182.2410108332147
-97.25515098332684,13116.543660112706
-76.84817398130757,8132.201174870984
43.26744332718812,2820.9684565836483
67.62872635264438,6741.684506875088
-96.52437448912943,12911.155309756306
70.76681617434824,7372.8136658602325
-94.68842982067807,12421.497260739952
-65.51357282262533,5877.489033394446
37.25635667505696,2110.393548541544
-87.74846416220079,10643.423599144968
-5.413549549690117,24.826551981642773
77.01200146141863,8703.521970995957
-37.58435158427018,1884.8676050395056
-17.215095297337953,370.7135045788668
-95.23931922435476,12567.555330429423
18.043268126972123,535.3310696065031
15.28417094474814,395.5071862176441
-45.29111233132434,2763.5002240202334
51.689460942159656,3985.78762300994
77.60028037901924,8838.43649319598
10.287874840029488,194.07637733432043
-50.0987351225791,3400.7718276659702
79.4342457138043,9251.61194978796
-91.6578972952598,11628.076889142481
-72.21111582915809,7166.37727634399
-52.53635732716246,3746.5190951228396
-87.13644773834952,10496.91121433625
-24.39034285446185,764.7806341637147
58.22612046135555,5028.6975994822005
-80.06073667308966,8835.522480155452
78.5993046598762,9061.655072887488
-79.1109729639431,8625.814950413362
69.01687326739417,7019.899250954973
-11.869315641156518,164.75155936686414
63.2492688135591,5914.001064713281
-4.20365748807923,17.222816116638747
18.39239607833727,554.3905330281441
46.100115526351146,3188.64010694479
42.19545462754496,2686.537476982841
36.39408699245479,2017.4471467691283
74.63330210331628,8187.82307986394
-87.37467155324717,10552.306254245828
98.61793740892824,14174.793349252166
-98.93481092888766,13570.691679878355
-92.16721473647189,11757.820462795642
28.38825154417404,1252.5383243120768
-50.09129174325031,3396.892736887238
-25.98428078911637,879.2827294901771
97.11881967267638,13752.297523644878
-53.66311409323834,3914.334082702901
4.583915680220159,59.24073746946756
78.56877115330215,9059.094856736205
-83.12731400291639,9539.847089051467
57.65262084514714,4930.356154088132
95.21202361573228,13221.237139296287
63.79802113142114,6016.028103366342
-58.871346021616965,4727.75004432957
-13.132727439653678,208.61436073524388
0.7107164911761572,14.192504537475132
85.78824615118268,10768.024837472527
56.887903633004925,4803.889822685281
-69.96139512040381,6721.5958048304665
25.585381635027076,1028.7213239333555
78.47375982609105,9030.220500013223
-5.2368886584774685,29.76773712210871
-69.81629676416148,6692.070556824538
-71.50185883035172,7027.750883971861
31.694739578109733,1545.828350993438
-84.4564607100919,9849.420670755459
-11.156942084624632,144.77619460104518
-59.295155916240816,4794.4958406416545
-83.80743350558437,9697.227468869665
-26.67047158314628,927.6224798649966
23.77138876963552,893.6185059107704
5.248574259329985,65.44403510184098
-12.030752034472528,175.33769811327767
22.565572838497204,811.8068439079536
95.14881539580617,13207.002238189854
-88.17087419057268,10748.441029305417
6.48902020507596,94.4349112449981
-33.60236464331787,1495.567488404915
6.205731860623345,82.43300649491844
-77.09113726581208,8184.633755386821
25.853440872799013,1050.7729113528019
-9.359733245800996,98.87875488509808
19.268551918509928,604.8393456857896
34.49954560103541,1820.469073538826
